Equipment ID,Asset Number,Description,Location,Building,Floor,System,Subsystem,Manufacturer,Model,Serial Number,Voltage,Capacity,Weight,Dimensions,Delivery Status,Installation Status,Commissioning Status,Maintenance Status,Warranty,Criticality,Vendor,Purchase Order,Linked Schedule Activity
EQP-MEC-346,AST-MEC-346,Acoustic Exhaust Asset Item 346,"Generator Yard, Floor 3",Generator Yard,Floor 1,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-346,SN-MEC-346-99,415V AC,35 dB Attenuation,427 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-346,A500
EQP-FIR-347,AST-FIR-347,FM-200 Clean Agent System Asset Item 347,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-347,SN-FIR-347-99,230V AC,Standard Load,428 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-347,A150
EQP-MEC-348,AST-MEC-348,Acoustic Exhaust Asset Item 348,"Utility Block Building, Floor 1",Utility Block Building,Floor 1,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-348,SN-MEC-348-99,415V AC,35 dB Attenuation,476 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-348,A500
EQP-MEC-349,AST-MEC-349,Condenser Cooling Towers Asset Item 349,"Utility Block Building, Floor 3",Utility Block Building,Floor 1,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-349,SN-MEC-349-99,415V AC,3000 GPM,71 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-349,A240
EQP-BMS-350,AST-BMS-350,BMS Software System Asset Item 350,"Generator Yard, Floor 1",Generator Yard,Floor 1,BMS,BMS Software System,OEM Standard,MOD-BMS-350,SN-BMS-350-99,230V AC,Standard Load,480 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-350,A150
EQP-FIR-351,AST-FIR-351,FM-200 Clean Agent System Asset Item 351,"Utility Block Building, Floor 1",Utility Block Building,Floor 2,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-351,SN-FIR-351-99,230V AC,Standard Load,478 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-351,A150
EQP-FIR-352,AST-FIR-352,Pre-action Sprinklers Asset Item 352,"Utility Block Building, Floor 2",Utility Block Building,Floor 1,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-352,SN-FIR-352-99,230V AC,Standard Load,232 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-352,A500
EQP-FIR-353,AST-FIR-353,FM-200 Clean Agent System Asset Item 353,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 3,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-353,SN-FIR-353-99,230V AC,Standard Load,158 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-353,A440
EQP-FIR-354,AST-FIR-354,CO2 Flooding System Asset Item 354,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 1,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-354,SN-FIR-354-99,230V AC,Standard Load,369 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-354,A440
EQP-ELE-355,AST-ELE-355,UPS System Asset Item 355,"Generator Yard, Floor 2",Generator Yard,Floor 2,Electrical,UPS System,Vertiv,MOD-ELE-355,SN-ELE-355-99,415V AC,1600 kW,149 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A150
EQP-FIR-356,AST-FIR-356,CO2 Flooding System Asset Item 356,"Utility Block Building, Floor 2",Utility Block Building,Floor 2,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-356,SN-FIR-356-99,230V AC,Standard Load,454 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-356,A440
EQP-FIR-357,AST-FIR-357,FM-200 Clean Agent System Asset Item 357,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 3,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-357,SN-FIR-357-99,230V AC,Standard Load,100 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-357,A500
EQP-FIR-358,AST-FIR-358,FM-200 Clean Agent System Asset Item 358,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-358,SN-FIR-358-99,230V AC,Standard Load,465 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-358,A320
EQP-ELE-359,AST-ELE-359,LV Switchgear Asset Item 359,"Transformer Yard, Floor 2",Transformer Yard,Floor 2,Electrical,LV Switchgear,ABB,MOD-ELE-359,SN-ELE-359-99,415V AC,3200 A,30 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A150
EQP-FIR-360,AST-FIR-360,Pre-action Sprinklers Asset Item 360,"Utility Block Building, Floor 3",Utility Block Building,Floor 3,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-360,SN-FIR-360-99,230V AC,Standard Load,73 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-360,A500
EQP-FIR-361,AST-FIR-361,VESDA Aspiration Asset Item 361,"Generator Yard, Floor 2",Generator Yard,Floor 3,Fire Protection,VESDA Aspiration,OEM Standard,MOD-FIR-361,SN-FIR-361-99,230V AC,Standard Load,57 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-361,A500
EQP-ELE-362,AST-ELE-362,MV Switchgear Asset Item 362,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 1,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-362,SN-ELE-362-99,11 kV AC,31.5 kA,444 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A500
EQP-FIR-363,AST-FIR-363,FM-200 Clean Agent System Asset Item 363,"Generator Yard, Floor 3",Generator Yard,Floor 1,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-363,SN-FIR-363-99,230V AC,Standard Load,318 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-363,A320
EQP-FIR-364,AST-FIR-364,CO2 Flooding System Asset Item 364,"Generator Yard, Floor 1",Generator Yard,Floor 3,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-364,SN-FIR-364-99,230V AC,Standard Load,248 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-364,A320
EQP-ELE-365,AST-ELE-365,MV Switchgear Asset Item 365,"Utility Block Building, Floor 2",Utility Block Building,Floor 2,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-365,SN-ELE-365-99,11 kV AC,31.5 kA,173 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A240
EQP-FIR-366,AST-FIR-366,CO2 Flooding System Asset Item 366,"Utility Block Building, Floor 2",Utility Block Building,Floor 1,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-366,SN-FIR-366-99,230V AC,Standard Load,58 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-366,A440
EQP-MEC-367,AST-MEC-367,Chilled Water Plant Asset Item 367,"Transformer Yard, Floor 2",Transformer Yard,Floor 2,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-367,SN-MEC-367-99,415V AC,2500 kW,454 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A150
EQP-MEC-368,AST-MEC-368,Condenser Cooling Towers Asset Item 368,"Generator Yard, Floor 1",Generator Yard,Floor 3,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-368,SN-MEC-368-99,415V AC,3000 GPM,429 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-368,A500
EQP-MEC-369,AST-MEC-369,CRAH System Asset Item 369,"Utility Block Building, Floor 1",Utility Block Building,Floor 1,Mechanical,CRAH System,Vertiv,MOD-MEC-369,SN-MEC-369-99,415V AC,85 kW,134 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A150
EQP-MEC-370,AST-MEC-370,CRAH System Asset Item 370,"Transformer Yard, Floor 2",Transformer Yard,Floor 3,Mechanical,CRAH System,Vertiv,MOD-MEC-370,SN-MEC-370-99,415V AC,85 kW,205 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A320
EQP-ELE-371,AST-ELE-371,UPS System Asset Item 371,"Generator Yard, Floor 3",Generator Yard,Floor 2,Electrical,UPS System,Vertiv,MOD-ELE-371,SN-ELE-371-99,415V AC,1600 kW,8 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A320
EQP-FIR-372,AST-FIR-372,VESDA Aspiration Asset Item 372,"Generator Yard, Floor 3",Generator Yard,Floor 1,Fire Protection,VESDA Aspiration,OEM Standard,MOD-FIR-372,SN-FIR-372-99,230V AC,Standard Load,480 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-372,A440
EQP-BMS-373,AST-BMS-373,BMS Software System Asset Item 373,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 3,BMS,BMS Software System,OEM Standard,MOD-BMS-373,SN-BMS-373-99,230V AC,Standard Load,118 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-373,A320
EQP-ELE-374,AST-ELE-374,LV Switchgear Asset Item 374,"Transformer Yard, Floor 2",Transformer Yard,Floor 1,Electrical,LV Switchgear,ABB,MOD-ELE-374,SN-ELE-374-99,415V AC,3200 A,383 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A150
EQP-BMS-375,AST-BMS-375,BMS Control Network Asset Item 375,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 3,BMS,BMS Control Network,OEM Standard,MOD-BMS-375,SN-BMS-375-99,230V AC,Standard Load,436 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-375,A240
EQP-MEC-376,AST-MEC-376,Chilled Water Plant Asset Item 376,"Generator Yard, Floor 3",Generator Yard,Floor 2,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-376,SN-MEC-376-99,415V AC,2500 kW,206 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A500
EQP-BMS-377,AST-BMS-377,BMS Software System Asset Item 377,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 3,BMS,BMS Software System,OEM Standard,MOD-BMS-377,SN-BMS-377-99,230V AC,Standard Load,152 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-377,A240
EQP-FIR-378,AST-FIR-378,Pre-action Sprinklers Asset Item 378,"Transformer Yard, Floor 1",Transformer Yard,Floor 3,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-378,SN-FIR-378-99,230V AC,Standard Load,289 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-378,A500
EQP-ELE-379,AST-ELE-379,MV Switchgear Asset Item 379,"Generator Yard, Floor 3",Generator Yard,Floor 2,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-379,SN-ELE-379-99,11 kV AC,31.5 kA,389 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A500
EQP-MEC-380,AST-MEC-380,CRAH System Asset Item 380,"Transformer Yard, Floor 2",Transformer Yard,Floor 2,Mechanical,CRAH System,Vertiv,MOD-MEC-380,SN-MEC-380-99,415V AC,85 kW,236 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A240
EQP-ELE-381,AST-ELE-381,Power Transformers Asset Item 381,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 2,Electrical,Power Transformers,Kirloskar,MOD-ELE-381,SN-ELE-381-99,110 kV / 11 kV,5 MVA,361 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-004,A500
EQP-ELE-382,AST-ELE-382,Power Transformers Asset Item 382,"Transformer Yard, Floor 2",Transformer Yard,Floor 1,Electrical,Power Transformers,Kirloskar,MOD-ELE-382,SN-ELE-382-99,110 kV / 11 kV,5 MVA,253 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-004,A150
EQP-FIR-383,AST-FIR-383,CO2 Flooding System Asset Item 383,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-383,SN-FIR-383-99,230V AC,Standard Load,176 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-383,A440
EQP-ELE-384,AST-ELE-384,Power Transformers Asset Item 384,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 1,Electrical,Power Transformers,Kirloskar,MOD-ELE-384,SN-ELE-384-99,110 kV / 11 kV,5 MVA,315 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-004,A500
EQP-FIR-385,AST-FIR-385,CO2 Flooding System Asset Item 385,"Utility Block Building, Floor 3",Utility Block Building,Floor 1,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-385,SN-FIR-385-99,230V AC,Standard Load,478 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-385,A440
EQP-ELE-386,AST-ELE-386,UPS System Asset Item 386,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 2,Electrical,UPS System,Vertiv,MOD-ELE-386,SN-ELE-386-99,415V AC,1600 kW,214 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A320
EQP-ELE-387,AST-ELE-387,MV Switchgear Asset Item 387,"Transformer Yard, Floor 1",Transformer Yard,Floor 1,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-387,SN-ELE-387-99,11 kV AC,31.5 kA,350 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A320
EQP-MEC-388,AST-MEC-388,Condenser Cooling Towers Asset Item 388,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 1,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-388,SN-MEC-388-99,415V AC,3000 GPM,264 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-388,A500
EQP-BMS-389,AST-BMS-389,BMS Control Network Asset Item 389,"Utility Block Building, Floor 1",Utility Block Building,Floor 1,BMS,BMS Control Network,OEM Standard,MOD-BMS-389,SN-BMS-389-99,230V AC,Standard Load,325 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-389,A150
EQP-BMS-390,AST-BMS-390,BMS Control Network Asset Item 390,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 3,BMS,BMS Control Network,OEM Standard,MOD-BMS-390,SN-BMS-390-99,230V AC,Standard Load,135 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-390,A320
EQP-ELE-391,AST-ELE-391,LV Switchgear Asset Item 391,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 2,Electrical,LV Switchgear,ABB,MOD-ELE-391,SN-ELE-391-99,415V AC,3200 A,27 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A500
EQP-MEC-392,AST-MEC-392,Condenser Cooling Towers Asset Item 392,"Transformer Yard, Floor 2",Transformer Yard,Floor 1,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-392,SN-MEC-392-99,415V AC,3000 GPM,453 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-392,A240
EQP-FIR-393,AST-FIR-393,FM-200 Clean Agent System Asset Item 393,"Utility Block Building, Floor 2",Utility Block Building,Floor 1,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-393,SN-FIR-393-99,230V AC,Standard Load,303 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-393,A320
EQP-BMS-394,AST-BMS-394,BMS Software System Asset Item 394,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 2,BMS,BMS Software System,OEM Standard,MOD-BMS-394,SN-BMS-394-99,230V AC,Standard Load,37 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-394,A240
EQP-FIR-395,AST-FIR-395,FM-200 Clean Agent System Asset Item 395,"Generator Yard, Floor 2",Generator Yard,Floor 1,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-395,SN-FIR-395-99,230V AC,Standard Load,201 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-395,A440
EQP-ELE-396,AST-ELE-396,UPS System Asset Item 396,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,Electrical,UPS System,Vertiv,MOD-ELE-396,SN-ELE-396-99,415V AC,1600 kW,258 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A500
EQP-BMS-397,AST-BMS-397,BMS Software System Asset Item 397,"Utility Block Building, Floor 3",Utility Block Building,Floor 3,BMS,BMS Software System,OEM Standard,MOD-BMS-397,SN-BMS-397-99,230V AC,Standard Load,190 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-397,A500
EQP-MEC-398,AST-MEC-398,Chilled Water Plant Asset Item 398,"Generator Yard, Floor 3",Generator Yard,Floor 1,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-398,SN-MEC-398-99,415V AC,2500 kW,348 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A440
EQP-MEC-399,AST-MEC-399,Chilled Water Plant Asset Item 399,"Generator Yard, Floor 3",Generator Yard,Floor 1,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-399,SN-MEC-399-99,415V AC,2500 kW,418 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A320
EQP-FIR-400,AST-FIR-400,Pre-action Sprinklers Asset Item 400,"Utility Block Building, Floor 1",Utility Block Building,Floor 1,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-400,SN-FIR-400-99,230V AC,Standard Load,282 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-400,A320
EQP-MEC-401,AST-MEC-401,Chilled Water Plant Asset Item 401,"Transformer Yard, Floor 1",Transformer Yard,Floor 1,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-401,SN-MEC-401-99,415V AC,2500 kW,493 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A240
EQP-ELE-402,AST-ELE-402,LV Switchgear Asset Item 402,"Transformer Yard, Floor 1",Transformer Yard,Floor 2,Electrical,LV Switchgear,ABB,MOD-ELE-402,SN-ELE-402-99,415V AC,3200 A,271 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A320
EQP-MEC-403,AST-MEC-403,Condenser Cooling Towers Asset Item 403,"Transformer Yard, Floor 1",Transformer Yard,Floor 1,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-403,SN-MEC-403-99,415V AC,3000 GPM,354 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-403,A240
EQP-BMS-404,AST-BMS-404,BMS Server Panel Asset Item 404,"Generator Yard, Floor 1",Generator Yard,Floor 3,BMS,BMS Server Panel,OEM Standard,MOD-BMS-404,SN-BMS-404-99,230V AC,Standard Load,267 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-404,A440
EQP-MEC-405,AST-MEC-405,CRAH System Asset Item 405,"Transformer Yard, Floor 1",Transformer Yard,Floor 1,Mechanical,CRAH System,Vertiv,MOD-MEC-405,SN-MEC-405-99,415V AC,85 kW,121 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A320
EQP-MEC-406,AST-MEC-406,CRAH System Asset Item 406,"Utility Block Building, Floor 1",Utility Block Building,Floor 2,Mechanical,CRAH System,Vertiv,MOD-MEC-406,SN-MEC-406-99,415V AC,85 kW,181 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A440
EQP-ELE-407,AST-ELE-407,UPS System Asset Item 407,"Transformer Yard, Floor 1",Transformer Yard,Floor 2,Electrical,UPS System,Vertiv,MOD-ELE-407,SN-ELE-407-99,415V AC,1600 kW,170 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A150
EQP-MEC-408,AST-MEC-408,Acoustic Exhaust Asset Item 408,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 1,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-408,SN-MEC-408-99,415V AC,35 dB Attenuation,114 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-408,A320
EQP-ELE-409,AST-ELE-409,MV Switchgear Asset Item 409,"Transformer Yard, Floor 1",Transformer Yard,Floor 3,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-409,SN-ELE-409-99,11 kV AC,31.5 kA,27 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A320
EQP-BMS-410,AST-BMS-410,BMS Software System Asset Item 410,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 3,BMS,BMS Software System,OEM Standard,MOD-BMS-410,SN-BMS-410-99,230V AC,Standard Load,334 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-410,A240
